computer_time,GPS_time,latitude,longitude,altitude,track,mode
1648497496.927874,1648497497,71.328714667,-156.692518333,5.2,0.0,3
1648497497.933876,1648497498,71.3287145,-156.6925185,5.2,0.0,3
1648497498.940168,1648497499,71.3287145,-156.692517833,5.1,0.0,3
1648497499.946260,1648497500,71.328714667,-156.692516833,5.1,0.0,3
1648497500.952222,1648497501,71.328714833,-156.692515333,5.0,0.0,3
1648497501.958240,1648497502,71.328714833,-156.692514167,5.0,0.0,3
1648497502.963385,1648497503,71.328715,-156.692512833,5.0,0.0,3
1648497503.968702,1648497504,71.328714833,-156.692512667,5.0,0.0,3
1648497504.874253,1648497505,71.328715,-156.692512333,4.9,0.0,3
1648497505.879658,1648497506,71.328715,-156.6925125,4.8,0.0,3
1648497506.884160,1648497507,71.328714667,-156.692512167,4.8,0.0,3
1648497507.888540,1648497508,71.328714833,-156.692511333,4.7,0.0,3
1648497508.894034,1648497509,71.328715,-156.692510833,4.8,0.0,3
1648497509.899501,1648497510,71.328715,-156.692510833,4.8,0.0,3
1648497510.905126,1648497511,71.328714667,-156.692511333,4.8,0.0,3
1648497511.910737,1648497512,71.328714667,-156.6925115,4.8,0.0,3
1648497512.916279,1648497513,71.3287145,-156.692511833,4.8,0.0,3
1648497513.922150,1648497514,71.3287145,-156.692511333,4.8,0.0,3
1648497514.927811,1648497515,71.328714333,-156.692510833,4.8,0.0,3
1648497515.933695,1648497516,71.328713833,-156.692511167,4.8,0.0,3
1648497516.939877,1648497517,71.328713333,-156.692511167,4.9,0.0,3
1648497517.945770,1648497518,71.328712833,-156.692511,4.9,0.0,3
1648497518.951385,1648497519,71.328712333,-156.692510667,4.9,0.0,3
1648497519.957620,1648497520,71.328711667,-156.692510833,4.9,0.0,3
1648497520.963372,1648497521,71.328711167,-156.692510667,4.8,0.0,3
1648497521.935090,1648497522,71.328711167,-156.6925105,4.8,0.0,3
1648497522.940820,1648497523,71.328711,-156.69251,4.8,0.0,3
1648497523.945703,1648497524,71.328711,-156.692510333,4.8,0.0,3
1648497524.951329,1648497525,71.328710833,-156.692511167,4.9,0.0,3
1648497525.956602,1648497526,71.328710833,-156.692512333,5.0,0.0,3
1648497526.962486,1648497527,71.328711,-156.692513,5.0,0.0,3
1648497527.968387,1648497528,71.328711167,-156.692513,4.9,0.0,3
1648497528.873770,1648497529,71.328711295,-156.692512274,4.071,209.1302,3
1648497529.879741,1648497530,71.328711167,-156.6925115,4.8,0.0,3
1648497530.885643,1648497531,71.328710833,-156.692511167,4.8,0.0,3
1648497531.891151,1648497532,71.328710667,-156.692510833,4.7,0.0,3
1648497532.897175,1648497533,71.328709833,-156.692511833,4.7,0.0,3
1648497533.903280,1648497534,71.328709333,-156.692513333,4.8,0.0,3
1648497534.909357,1648497535,71.328709167,-156.692514667,4.8,0.0,3
1648497535.915007,1648497536,71.328709,-156.6925155,4.9,0.0,3
1648497536.921281,1648497537,71.328709,-156.692516167,4.9,0.0,3
1648497537.927122,1648497538,71.328709,-156.6925165,4.9,0.0,3
1648497538.932799,1648497539,71.328709333,-156.692516833,5.0,0.0,3
1648497539.938872,1648497540,71.328709667,-156.692517333,4.9,0.0,3
1648497540.945059,1648497541,71.328709667,-156.692517333,4.9,0.0,3
1648497541.950336,1648497542,71.328709833,-156.692517667,4.9,0.0,3
1648497542.955711,1648497543,71.328710167,-156.6925175,4.9,0.0,3
1648497543.961082,1648497544,71.3287105,-156.692516667,4.9,0.0,3
1648497544.964869,1648497545,71.32871,-156.692517333,4.9,0.0,3
1648497545.969221,1648497546,71.328709667,-156.6925185,5.0,0.0,3
1648497546.873206,1648497547,71.328709333,-156.692519333,5.1,0.0,3
1648497547.944862,1648497548,71.328709,-156.692520167,5.2,0.0,3
1648497548.948961,1648497549,71.3287085,-156.692521333,5.3,0.0,3
1648497549.953646,1648497550,71.328708333,-156.692521167,5.4,0.0,3
1648497550.958597,1648497551,71.328707833,-156.692520833,5.4,0.0,3
1648497551.963433,1648497552,71.328707833,-156.6925195,5.3,0.0,3
1648497552.934067,1648497553,71.3287075,-156.6925185,5.3,0.0,3
1648497553.940865,1648497554,71.328707333,-156.6925175,5.3,0.0,3
1648497554.946698,1648497555,71.3287075,-156.692517167,5.3,0.0,3
1648497555.951982,1648497556,71.328707667,-156.692516833,5.2,0.0,3
1648497556.957857,1648497557,71.3287075,-156.692517167,5.1,0.0,3
1648497557.963776,1648497558,71.328707,-156.692517667,5.2,0.0,3
1648497558.969087,1648497559,71.328706333,-156.692518,5.2,0.0,3
1648497559.874490,1648497560,71.328705833,-156.692517833,5.2,0.0,3
1648497560.880336,1648497561,71.328705167,-156.692518,5.2,0.0,3
1648497561.885732,1648497562,71.3287045,-156.692518667,5.2,0.0,3
1648497562.891017,1648497563,71.328704667,-156.692519167,5.3,0.0,3
1648497563.895330,1648497564,71.328704333,-156.69252,5.3,0.0,3
1648497564.898487,1648497565,71.328704,-156.6925205,5.3,0.0,3
1648497565.903321,1648497566,71.328703833,-156.692520667,5.2,0.0,3
1648497566.908696,1648497567,71.328703833,-156.692520167,5.2,0.0,3
1648497567.914252,1648497568,71.328704,-156.692519167,5.2,0.0,3
1648497568.918868,1648497569,71.328704333,-156.692518667,5.1,0.0,3
1648497569.923781,1648497570,71.328704167,-156.692519,5.2,0.0,3
1648497570.929269,1648497571,71.328704,-156.692519333,5.2,0.0,3
1648497571.935423,1648497572,71.328704167,-156.692519667,5.2,0.0,3
1648497572.941350,1648497573,71.328704167,-156.692520333,5.2,0.0,3
1648497573.946160,1648497574,71.328704333,-156.692520667,5.2,0.0,3
1648497574.952117,1648497575,71.328704333,-156.6925205,5.3,0.0,3
1648497575.958704,1648497576,71.3287045,-156.692521,5.4,0.0,3
1648497576.965160,1648497577,71.3287045,-156.692520833,5.4,0.0,3
1648497577.872675,1648497578,71.328704858,-156.692520805,4.63,21.0114,3
1648497578.877860,1648497579,71.328704833,-156.692520833,5.5,0.0,3
1648497579.883807,1648497580,71.328704667,-156.692521167,5.6,0.0,3
1648497580.889811,1648497581,71.328704667,-156.692521167,5.5,0.0,3
1648497581.895618,1648497582,71.328704667,-156.6925205,5.5,0.0,3
1648497582.901778,1648497583,71.328704333,-156.6925205,5.5,0.0,3
1648497583.906861,1648497584,71.328704,-156.692521,5.6,0.0,3
1648497584.912838,1648497585,71.328704,-156.692521167,5.5,0.0,3
1648497585.918641,1648497586,71.328704333,-156.692521167,5.5,0.0,3
1648497586.923799,1648497587,71.328704333,-156.692521333,5.5,0.0,3
1648497587.929049,1648497588,71.328704333,-156.6925215,5.5,0.0,3
1648497588.933319,1648497589,71.3287045,-156.692521833,5.5,0.0,3
1648497589.938351,1648497590,71.328704,-156.692522833,5.6,0.0,3
1648497590.943784,1648497591,71.328704,-156.6925235,5.6,0.0,3
1648497591.948861,1648497592,71.328704167,-156.6925235,5.6,0.0,3
